year,gennme,state,quarter,totalRXImputed
2015,APAP/Butalbital/Caff/Codeine Phos,AK,3,18
2015,Acetaminophen/Codeine Phosphate,AK,3,111
2015,Acetaminophen/Hydrocodone Bitartrate,AK,3,7832
2015,Acetaminophen/Oxycodone Hydrochloride,AK,3,3727
2015,Acetaminophen/Tramadol Hydrochloride,AK,3,0
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,AK,3,0
2015,Aspirin/Oxycodone Hydrochloride,AK,3,0
2015,Codeine Sulfate,AK,3,0
2015,Fentanyl,AK,3,357
2015,Fentanyl Citrate,AK,3,655
2015,Hydrocodone Bitartrate/Ibuprofen,AK,3,66
2015,Hydromorphone Hydrochloride,AK,3,729
2015,Meperidine Hydrochloride,AK,3,84
2015,Methadone Hydrochloride,AK,3,245
2015,Morphine Sulfate,AK,3,1640
2015,Oxycodone Hydrochloride,AK,3,1478
2015,Oxymorphone Hydrochloride,AK,3,0
2015,Tramadol Hydrochloride,AK,3,1888
2015,APAP/Butalbital/Caff/Codeine Phos,AK,4,14
2015,Acetaminophen/Codeine Phosphate,AK,4,164
2015,Acetaminophen/Hydrocodone Bitartrate,AK,4,7666
2015,Acetaminophen/Oxycodone Hydrochloride,AK,4,3757
2015,Acetaminophen/Tramadol Hydrochloride,AK,4,0
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,AK,4,0
2015,Aspirin/Oxycodone Hydrochloride,AK,4,0
2015,Codeine Sulfate,AK,4,0
2015,Fentanyl,AK,4,352
2015,Fentanyl Citrate,AK,4,575
2015,Hydrocodone Bitartrate/Ibuprofen,AK,4,60
2015,Hydromorphone Hydrochloride,AK,4,725
2015,Meperidine Hydrochloride,AK,4,52
2015,Methadone Hydrochloride,AK,4,213
2015,Morphine Sulfate,AK,4,1558
2015,Oxycodone Hydrochloride,AK,4,1475
2015,Oxymorphone Hydrochloride,AK,4,0
2015,Tramadol Hydrochloride,AK,4,1820
2015,APAP/Butalbital/Caff/Codeine Phos,AZ,1,709
2015,Acetaminophen/Codeine Phosphate,AZ,1,0
2015,Acetaminophen/Hydrocodone Bitartrate,AZ,1,70347
2015,Acetaminophen/Oxycodone Hydrochloride,AZ,1,66590
2015,Acetaminophen/Tramadol Hydrochloride,AZ,1,83
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,AZ,1,215
2015,Aspirin/Carisoprodol/Codeine Phosphate,AZ,1,0
2015,Aspirin/Oxycodone Hydrochloride,AZ,1,40
2015,Codeine Sulfate,AZ,1,41
2015,Fentanyl,AZ,1,3240
2015,Fentanyl Citrate,AZ,1,0
2015,Hydrocodone Bitartrate/Ibuprofen,AZ,1,556
2015,Hydromorphone Hydrochloride,AZ,1,2738
2015,Ibuprofen/Oxycodone Hydrochloride,AZ,1,0
2015,Meperidine Hydrochloride,AZ,1,169
2015,Methadone Hydrochloride,AZ,1,2430
2015,Morphine Sulfate,AZ,1,21612
2015,Oxycodone Hydrochloride,AZ,1,53250
2015,Oxymorphone Hydrochloride,AZ,1,301
2015,Tramadol Hydrochloride,AZ,1,32473
2015,APAP/Butalbital/Caff/Codeine Phos,AZ,2,926
2015,Acetaminophen/Codeine Phosphate,AZ,2,43
2015,Acetaminophen/Hydrocodone Bitartrate,AZ,2,88600
2015,Acetaminophen/Oxycodone Hydrochloride,AZ,2,82337
2015,Acetaminophen/Tramadol Hydrochloride,AZ,2,136
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,AZ,2,266
2015,Aspirin/Carisoprodol/Codeine Phosphate,AZ,2,0
2015,Aspirin/Oxycodone Hydrochloride,AZ,2,67
2015,Codeine Sulfate,AZ,2,33
2015,Fentanyl,AZ,2,4469
2015,Fentanyl Citrate,AZ,2,0
2015,Hydrocodone Bitartrate/Ibuprofen,AZ,2,668
2015,Hydromorphone Hydrochloride,AZ,2,3823
2015,Levorphanol Tartrate,AZ,2,0
2015,Meperidine Hydrochloride,AZ,2,216
2015,Methadone Hydrochloride,AZ,2,3150
2015,Morphine Sulfate,AZ,2,27964
2015,Oxycodone Hydrochloride,AZ,2,67626
2015,Oxymorphone Hydrochloride,AZ,2,470
2015,Tramadol Hydrochloride,AZ,2,38761
2015,APAP/Butalbital/Caff/Codeine Phos,AZ,3,857
2015,Acetaminophen/Codeine Phosphate,AZ,3,1376
2015,Acetaminophen/Hydrocodone Bitartrate,AZ,3,84380
2015,Acetaminophen/Oxycodone Hydrochloride,AZ,3,81038
2015,Acetaminophen/Tramadol Hydrochloride,AZ,3,107
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,AZ,3,237
2015,Aspirin/Carisoprodol/Codeine Phosphate,AZ,3,0
2015,Aspirin/Oxycodone Hydrochloride,AZ,3,37
2015,Codeine Sulfate,AZ,3,44
2015,Fentanyl,AZ,3,4320
2015,Fentanyl Citrate,AZ,3,0
2015,Hydrocodone Bitartrate/Ibuprofen,AZ,3,645
2015,Hydromorphone Hydrochloride,AZ,3,3723
2015,Levorphanol Tartrate,AZ,3,0
2015,Meperidine Hydrochloride,AZ,3,204
2015,Methadone Hydrochloride,AZ,3,2834
2015,Morphine Sulfate,AZ,3,26058
2015,Morphine Sulfate/Naltrexone Hydrochloride,AZ,3,0
2015,Oxycodone Hydrochloride,AZ,3,67035
2015,Oxymorphone Hydrochloride,AZ,3,564
2015,Tramadol Hydrochloride,AZ,3,37779
2015,APAP/Butalbital/Caff/Codeine Phos,AZ,4,711
2015,Acetaminophen/Codeine Phosphate,AZ,4,3541
2015,Acetaminophen/Hydrocodone Bitartrate,AZ,4,80933
2015,Acetaminophen/Oxycodone Hydrochloride,AZ,4,75544
2015,Acetaminophen/Tramadol Hydrochloride,AZ,4,112
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,AZ,4,267
2015,Aspirin/Carisoprodol/Codeine Phosphate,AZ,4,0
2015,Aspirin/Oxycodone Hydrochloride,AZ,4,35
2015,Codeine Sulfate,AZ,4,38
2015,Fentanyl,AZ,4,4055
2015,Fentanyl Citrate,AZ,4,0
2015,Hydrocodone Bitartrate/Ibuprofen,AZ,4,593
2015,Hydromorphone Hydrochloride,AZ,4,3523
2015,Levorphanol Tartrate,AZ,4,0
2015,Meperidine Hydrochloride,AZ,4,169
2015,Methadone Hydrochloride,AZ,4,2685
2015,Morphine Sulfate,AZ,4,25353
2015,Morphine Sulfate/Naltrexone Hydrochloride,AZ,4,0
2015,Oxycodone Hydrochloride,AZ,4,65306
2015,Oxymorphone Hydrochloride,AZ,4,784
2015,Tramadol Hydrochloride,AZ,4,35598
2015,APAP/Butalbital/Caff/Codeine Phos,CO,1,376
2015,Acetaminophen/Codeine Phosphate,CO,1,0
2015,Acetaminophen/Hydrocodone Bitartrate,CO,1,67943
2015,Acetaminophen/Oxycodone Hydrochloride,CO,1,58770
2015,Acetaminophen/Tramadol Hydrochloride,CO,1,533
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,CO,1,183
2015,Aspirin/Carisoprodol/Codeine Phosphate,CO,1,0
2015,Aspirin/Oxycodone Hydrochloride,CO,1,41
2015,Codeine Sulfate,CO,1,71
2015,Fentanyl,CO,1,3758
2015,Fentanyl Citrate,CO,1,8479
2015,Hydrocodone Bitartrate/Ibuprofen,CO,1,886
2015,Hydromorphone Hydrochloride,CO,1,10349
2015,Meperidine Hydrochloride,CO,1,227
2015,Methadone Hydrochloride,CO,1,2592
2015,Morphine Sulfate,CO,1,11818
2015,Oxycodone Hydrochloride,CO,1,30196
2015,Oxymorphone Hydrochloride,CO,1,210
2015,Tramadol Hydrochloride,CO,1,28972
2015,APAP/Butalbital/Caff/Codeine Phos,CO,2,320
2015,Acetaminophen/Codeine Phosphate,CO,2,44
2015,Acetaminophen/Hydrocodone Bitartrate,CO,2,61996
2015,Acetaminophen/Oxycodone Hydrochloride,CO,2,54951
2015,Acetaminophen/Tramadol Hydrochloride,CO,2,393
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,CO,2,186
2015,Aspirin/Carisoprodol/Codeine Phosphate,CO,2,0
2015,Aspirin/Oxycodone Hydrochloride,CO,2,49
2015,Codeine Sulfate,CO,2,52
2015,Fentanyl,CO,2,3677
2015,Fentanyl Citrate,CO,2,7542
2015,Hydrocodone Bitartrate/Ibuprofen,CO,2,812
2015,Hydromorphone Hydrochloride,CO,2,11107
2015,Meperidine Hydrochloride,CO,2,178
2015,Methadone Hydrochloride,CO,2,2302
2015,Morphine Sulfate,CO,2,11370
2015,Morphine Sulfate/Naltrexone Hydrochloride,CO,2,0
2015,Oxycodone Hydrochloride,CO,2,29540
2015,Oxymorphone Hydrochloride,CO,2,203
2015,Tramadol Hydrochloride,CO,2,26163
2015,APAP/Butalbital/Caff/Codeine Phos,CO,3,258
2015,Acetaminophen/Codeine Phosphate,CO,3,863
2015,Acetaminophen/Hydrocodone Bitartrate,CO,3,61380
2015,Acetaminophen/Oxycodone Hydrochloride,CO,3,56261
2015,Acetaminophen/Tramadol Hydrochloride,CO,3,302
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,CO,3,166
2015,Aspirin/Carisoprodol/Codeine Phosphate,CO,3,0
2015,Aspirin/Oxycodone Hydrochloride,CO,3,30
2015,Codeine Sulfate,CO,3,30
2015,Fentanyl,CO,3,3542
2015,Fentanyl Citrate,CO,3,4557
2015,Hydrocodone Bitartrate/Ibuprofen,CO,3,693
2015,Hydromorphone Hydrochloride,CO,3,9022
2015,Ibuprofen/Oxycodone Hydrochloride,CO,3,0
2015,Meperidine Hydrochloride,CO,3,127
2015,Methadone Hydrochloride,CO,3,2208
2015,Morphine Sulfate,CO,3,10077
2015,Morphine Sulfate/Naltrexone Hydrochloride,CO,3,0
2015,Oxycodone Hydrochloride,CO,3,29877
2015,Oxymorphone Hydrochloride,CO,3,182
2015,Tramadol Hydrochloride,CO,3,26433
2015,APAP/Butalbital/Caff/Codeine Phos,CO,4,277
2015,Acetaminophen/Codeine Phosphate,CO,4,1993
2015,Acetaminophen/Hydrocodone Bitartrate,CO,4,64486
2015,Acetaminophen/Oxycodone Hydrochloride,CO,4,57493
2015,Acetaminophen/Tramadol Hydrochloride,CO,4,445
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,CO,4,207
2015,Aspirin/Oxycodone Hydrochloride,CO,4,19
2015,Codeine Sulfate,CO,4,28
2015,Fentanyl,CO,4,3600
2015,Fentanyl Citrate,CO,4,5927
2015,Hydrocodone Bitartrate/Ibuprofen,CO,4,744
2015,Hydromorphone Hydrochloride,CO,4,9640
2015,Ibuprofen/Oxycodone Hydrochloride,CO,4,0
2015,Meperidine Hydrochloride,CO,4,84
2015,Methadone Hydrochloride,CO,4,2347
2015,Morphine Sulfate,CO,4,11667
2015,Morphine Sulfate/Naltrexone Hydrochloride,CO,4,0
2015,Oxycodone Hydrochloride,CO,4,32376
2015,Oxymorphone Hydrochloride,CO,4,267
2015,Tramadol Hydrochloride,CO,4,27787
2015,APAP/Butalbital/Caff/Codeine Phos,CT,1,349
2015,Acetaminophen/Codeine Phosphate,CT,1,56
2015,Acetaminophen/Hydrocodone Bitartrate,CT,1,19352
2015,Acetaminophen/Oxycodone Hydrochloride,CT,1,40376
2015,Acetaminophen/Tramadol Hydrochloride,CT,1,1598
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,CT,1,131
2015,Aspirin/Carisoprodol/Codeine Phosphate,CT,1,0
2015,Aspirin/Oxycodone Hydrochloride,CT,1,0
2015,Codeine Sulfate,CT,1,44
2015,Fentanyl,CT,1,2790
2015,Fentanyl Citrate,CT,1,3044
2015,Hydrocodone Bitartrate/Ibuprofen,CT,1,815
2015,Hydromorphone Hydrochloride,CT,1,9256
2015,Ibuprofen/Oxycodone Hydrochloride,CT,1,0
2015,Meperidine Hydrochloride,CT,1,36
2015,Methadone Hydrochloride,CT,1,1320
2015,Morphine Sulfate,CT,1,5570
2015,Oxycodone Hydrochloride,CT,1,28513
2015,Oxymorphone Hydrochloride,CT,1,261
2015,Tramadol Hydrochloride,CT,1,20639
2015,APAP/Butalbital/Caff/Codeine Phos,CT,2,399
2015,Acetaminophen/Codeine Phosphate,CT,2,93
2015,Acetaminophen/Hydrocodone Bitartrate,CT,2,20290
2015,Acetaminophen/Oxycodone Hydrochloride,CT,2,41896
2015,Acetaminophen/Tramadol Hydrochloride,CT,2,1617
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,CT,2,110
2015,Aspirin/Carisoprodol/Codeine Phosphate,CT,2,0
2015,Aspirin/Oxycodone Hydrochloride,CT,2,0
2015,Codeine Sulfate,CT,2,53
2015,Fentanyl,CT,2,2598
2015,Fentanyl Citrate,CT,2,3102
2015,Hydrocodone Bitartrate/Ibuprofen,CT,2,709
2015,Hydromorphone Hydrochloride,CT,2,9709
2015,Levorphanol Tartrate,CT,2,0
2015,Meperidine Hydrochloride,CT,2,62
2015,Methadone Hydrochloride,CT,2,1344
2015,Morphine Sulfate,CT,2,5792
2015,Morphine Sulfate/Naltrexone Hydrochloride,CT,2,0
2015,Oxycodone Hydrochloride,CT,2,29088
2015,Oxymorphone Hydrochloride,CT,2,284
2015,Tramadol Hydrochloride,CT,2,21092
2015,APAP/Butalbital/Caff/Codeine Phos,CT,3,416
2015,Acetaminophen/Codeine Phosphate,CT,3,1455
2015,Acetaminophen/Hydrocodone Bitartrate,CT,3,20658
2015,Acetaminophen/Oxycodone Hydrochloride,CT,3,43496
2015,Acetaminophen/Tramadol Hydrochloride,CT,3,1489
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,CT,3,164
2015,Aspirin/Carisoprodol/Codeine Phosphate,CT,3,0
2015,Aspirin/Oxycodone Hydrochloride,CT,3,0
2015,Codeine Sulfate,CT,3,52
2015,Fentanyl,CT,3,2549
2015,Fentanyl Citrate,CT,3,3232
2015,Hydrocodone Bitartrate/Ibuprofen,CT,3,690
2015,Hydromorphone Hydrochloride,CT,3,10353
2015,Ibuprofen/Oxycodone Hydrochloride,CT,3,0
2015,Meperidine Hydrochloride,CT,3,53
2015,Methadone Hydrochloride,CT,3,1315
2015,Morphine Sulfate,CT,3,6184
2015,Morphine Sulfate/Naltrexone Hydrochloride,CT,3,0
2015,Oxycodone Hydrochloride,CT,3,30031
2015,Oxymorphone Hydrochloride,CT,3,199
2015,Tramadol Hydrochloride,CT,3,22174
2015,APAP/Butalbital/Caff/Codeine Phos,CT,4,448
2015,Acetaminophen/Codeine Phosphate,CT,4,2208
2015,Acetaminophen/Hydrocodone Bitartrate,CT,4,18620
2015,Acetaminophen/Oxycodone Hydrochloride,CT,4,40337
2015,Acetaminophen/Tramadol Hydrochloride,CT,4,1449
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,CT,4,153
2015,Aspirin/Carisoprodol/Codeine Phosphate,CT,4,0
2015,Aspirin/Oxycodone Hydrochloride,CT,4,0
2015,Codeine Sulfate,CT,4,49
2015,Fentanyl,CT,4,2216
2015,Fentanyl Citrate,CT,4,3189
2015,Hydrocodone Bitartrate/Ibuprofen,CT,4,625
2015,Hydromorphone Hydrochloride,CT,4,9565
2015,Meperidine Hydrochloride,CT,4,0
2015,Methadone Hydrochloride,CT,4,1269
2015,Morphine Sulfate,CT,4,5544
2015,Morphine Sulfate/Naltrexone Hydrochloride,CT,4,12
2015,Oxycodone Hydrochloride,CT,4,28266
2015,Oxymorphone Hydrochloride,CT,4,171
2015,Tramadol Hydrochloride,CT,4,20992
2015,APAP/Butalbital/Caff/Codeine Phos,DE,1,48
2015,Acetaminophen/Codeine Phosphate,DE,1,37
2015,Acetaminophen/Hydrocodone Bitartrate,DE,1,4615
2015,Acetaminophen/Oxycodone Hydrochloride,DE,1,11456
2015,Acetaminophen/Tramadol Hydrochloride,DE,1,0
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,DE,1,49
2015,Codeine Sulfate,DE,1,0
2015,Fentanyl,DE,1,1472
2015,Fentanyl Citrate,DE,1,1557
2015,Hydrocodone Bitartrate/Ibuprofen,DE,1,214
2015,Hydromorphone Hydrochloride,DE,1,5163
2015,Meperidine Hydrochloride,DE,1,19
2015,Methadone Hydrochloride,DE,1,1271
2015,Morphine Sulfate,DE,1,3693
2015,Oxycodone Hydrochloride,DE,1,5529
2015,Oxymorphone Hydrochloride,DE,1,102
2015,Tramadol Hydrochloride,DE,1,7082
2015,APAP/Butalbital/Caff/Codeine Phos,DE,2,39
2015,Acetaminophen/Codeine Phosphate,DE,2,94
2015,Acetaminophen/Hydrocodone Bitartrate,DE,2,4802
2015,Acetaminophen/Oxycodone Hydrochloride,DE,2,11894
2015,Acetaminophen/Tramadol Hydrochloride,DE,2,0
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,DE,2,59
2015,Codeine Sulfate,DE,2,0
2015,Fentanyl,DE,2,1446
2015,Fentanyl Citrate,DE,2,2416
2015,Hydrocodone Bitartrate/Ibuprofen,DE,2,275
2015,Hydromorphone Hydrochloride,DE,2,7331
2015,Meperidine Hydrochloride,DE,2,30
2015,Methadone Hydrochloride,DE,2,1108
2015,Morphine Sulfate,DE,2,4108
2015,Oxycodone Hydrochloride,DE,2,5742
2015,Oxymorphone Hydrochloride,DE,2,89
2015,Tramadol Hydrochloride,DE,2,6754
2015,APAP/Butalbital/Caff/Codeine Phos,DE,3,66
2015,Acetaminophen/Codeine Phosphate,DE,3,702
2015,Acetaminophen/Hydrocodone Bitartrate,DE,3,4894
2015,Acetaminophen/Oxycodone Hydrochloride,DE,3,12833
2015,Acetaminophen/Tramadol Hydrochloride,DE,3,0
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,DE,3,42
2015,Codeine Sulfate,DE,3,0
2015,Fentanyl,DE,3,1394
2015,Fentanyl Citrate,DE,3,2535
2015,Hydrocodone Bitartrate/Ibuprofen,DE,3,261
2015,Hydromorphone Hydrochloride,DE,3,6594
2015,Meperidine Hydrochloride,DE,3,31
2015,Methadone Hydrochloride,DE,3,1138
2015,Morphine Sulfate,DE,3,4717
2015,Oxycodone Hydrochloride,DE,3,6046
2015,Oxymorphone Hydrochloride,DE,3,63
2015,Tramadol Hydrochloride,DE,3,6331
2015,APAP/Butalbital/Caff/Codeine Phos,DE,4,63
2015,Acetaminophen/Codeine Phosphate,DE,4,1034
2015,Acetaminophen/Hydrocodone Bitartrate,DE,4,4485
2015,Acetaminophen/Oxycodone Hydrochloride,DE,4,11935
2015,Acetaminophen/Tramadol Hydrochloride,DE,4,0
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,DE,4,52
2015,Codeine Sulfate,DE,4,0
2015,Fentanyl,DE,4,1296
2015,Fentanyl Citrate,DE,4,1095
2015,Hydrocodone Bitartrate/Ibuprofen,DE,4,242
2015,Hydromorphone Hydrochloride,DE,4,3802
2015,Meperidine Hydrochloride,DE,4,0
2015,Methadone Hydrochloride,DE,4,1072
2015,Morphine Sulfate,DE,4,3461
2015,Oxycodone Hydrochloride,DE,4,5678
2015,Oxymorphone Hydrochloride,DE,4,53
2015,Tramadol Hydrochloride,DE,4,5866
2015,APAP/Butalbital/Caff/Codeine Phos,FL,1,708
2015,Acetaminophen/Codeine Phosphate,FL,1,110
2015,Acetaminophen/Hydrocodone Bitartrate,FL,1,112437
2015,Acetaminophen/Oxycodone Hydrochloride,FL,1,74072
2015,Acetaminophen/Tramadol Hydrochloride,FL,1,120
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,FL,1,65
2015,Aspirin/Oxycodone Hydrochloride,FL,1,0
2015,Codeine Sulfate,FL,1,23
2015,Fentanyl,FL,1,6374
2015,Fentanyl Citrate,FL,1,1057
2015,Hydrocodone Bitartrate/Ibuprofen,FL,1,1606
2015,Hydromorphone Hydrochloride,FL,1,15292
2015,Ibuprofen/Oxycodone Hydrochloride,FL,1,0
2015,Meperidine Hydrochloride,FL,1,192
2015,Methadone Hydrochloride,FL,1,7163
2015,Morphine Sulfate,FL,1,25194
2015,Oxycodone Hydrochloride,FL,1,26938
2015,Oxymorphone Hydrochloride,FL,1,261
2015,Tramadol Hydrochloride,FL,1,63800
2015,APAP/Butalbital/Caff/Codeine Phos,FL,2,683
2015,Acetaminophen/Codeine Phosphate,FL,2,274
2015,Acetaminophen/Hydrocodone Bitartrate,FL,2,113782
2015,Acetaminophen/Oxycodone Hydrochloride,FL,2,76596
2015,Acetaminophen/Tramadol Hydrochloride,FL,2,146
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,FL,2,57
2015,Aspirin/Carisoprodol/Codeine Phosphate,FL,2,0
2015,Aspirin/Oxycodone Hydrochloride,FL,2,0
2015,Codeine Sulfate,FL,2,27
2015,Fentanyl,FL,2,6313
2015,Fentanyl Citrate,FL,2,1643
2015,Hydrocodone Bitartrate/Ibuprofen,FL,2,1581
2015,Hydromorphone Hydrochloride,FL,2,16504
2015,Meperidine Hydrochloride,FL,2,237
2015,Methadone Hydrochloride,FL,2,6938
2015,Morphine Sulfate,FL,2,25413
2015,Morphine Sulfate/Naltrexone Hydrochloride,FL,2,0
2015,Oxycodone Hydrochloride,FL,2,28076
2015,Oxymorphone Hydrochloride,FL,2,269
2015,Tramadol Hydrochloride,FL,2,60939
2015,APAP/Butalbital/Caff/Codeine Phos,FL,3,661
2015,Acetaminophen/Codeine Phosphate,FL,3,4443
2015,Acetaminophen/Hydrocodone Bitartrate,FL,3,121868
2015,Acetaminophen/Oxycodone Hydrochloride,FL,3,85348
2015,Acetaminophen/Tramadol Hydrochloride,FL,3,146
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,FL,3,57
2015,Aspirin/Oxycodone Hydrochloride,FL,3,0
2015,Codeine Sulfate,FL,3,23
2015,Fentanyl,FL,3,6790
2015,Fentanyl Citrate,FL,3,2456
2015,Hydrocodone Bitartrate/Ibuprofen,FL,3,1524
2015,Hydromorphone Hydrochloride,FL,3,20210
2015,Meperidine Hydrochloride,FL,3,489
2015,Methadone Hydrochloride,FL,3,7235
2015,Morphine Sulfate,FL,3,30359
2015,Morphine Sulfate/Naltrexone Hydrochloride,FL,3,46
2015,Oxycodone Hydrochloride,FL,3,30913
2015,Oxymorphone Hydrochloride,FL,3,326
2015,Tramadol Hydrochloride,FL,3,63801
2015,APAP/Butalbital/Caff/Codeine Phos,FL,4,670
2015,Acetaminophen/Codeine Phosphate,FL,4,5738
2015,Acetaminophen/Hydrocodone Bitartrate,FL,4,114752
2015,Acetaminophen/Oxycodone Hydrochloride,FL,4,81951
2015,Acetaminophen/Tramadol Hydrochloride,FL,4,120
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,FL,4,63
2015,Aspirin/Carisoprodol/Codeine Phosphate,FL,4,0
2015,Aspirin/Oxycodone Hydrochloride,FL,4,0
2015,Codeine Sulfate,FL,4,0
2015,Fentanyl,FL,4,6754
2015,Fentanyl Citrate,FL,4,1480
2015,Hydrocodone Bitartrate/Ibuprofen,FL,4,1331
2015,Hydromorphone Hydrochloride,FL,4,18634
2015,Meperidine Hydrochloride,FL,4,405
2015,Methadone Hydrochloride,FL,4,6369
2015,Morphine Sulfate,FL,4,27766
2015,Morphine Sulfate/Naltrexone Hydrochloride,FL,4,70
2015,Oxycodone Hydrochloride,FL,4,30215
2015,Oxymorphone Hydrochloride,FL,4,308
2015,Tramadol Hydrochloride,FL,4,59696
2015,APAP/Butalbital/Caff/Codeine Phos,HI,1,39
2015,Acetaminophen/Codeine Phosphate,HI,1,0
2015,Acetaminophen/Hydrocodone Bitartrate,HI,1,16618
2015,Acetaminophen/Oxycodone Hydrochloride,HI,1,6599
2015,Acetaminophen/Tramadol Hydrochloride,HI,1,64
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,HI,1,14
2015,Aspirin/Oxycodone Hydrochloride,HI,1,0
2015,Codeine Sulfate,HI,1,16
2015,Fentanyl,HI,1,483
2015,Fentanyl Citrate,HI,1,48
2015,Hydrocodone Bitartrate/Ibuprofen,HI,1,22
2015,Hydromorphone Hydrochloride,HI,1,475
2015,Meperidine Hydrochloride,HI,1,0
2015,Methadone Hydrochloride,HI,1,1049
2015,Morphine Sulfate,HI,1,3594
2015,Oxycodone Hydrochloride,HI,1,6798
2015,Oxymorphone Hydrochloride,HI,1,36
2015,Tramadol Hydrochloride,HI,1,4304
2015,APAP/Butalbital/Caff/Codeine Phos,HI,2,15
2015,Acetaminophen/Codeine Phosphate,HI,2,12
2015,Acetaminophen/Hydrocodone Bitartrate,HI,2,16745
2015,Acetaminophen/Oxycodone Hydrochloride,HI,2,6692
2015,Acetaminophen/Tramadol Hydrochloride,HI,2,58
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,HI,2,13
2015,Aspirin/Oxycodone Hydrochloride,HI,2,0
2015,Codeine Sulfate,HI,2,0
2015,Fentanyl,HI,2,500
2015,Fentanyl Citrate,HI,2,57
2015,Hydrocodone Bitartrate/Ibuprofen,HI,2,24
2015,Hydromorphone Hydrochloride,HI,2,470
2015,Meperidine Hydrochloride,HI,2,0
2015,Methadone Hydrochloride,HI,2,1098
2015,Morphine Sulfate,HI,2,3647
2015,Oxycodone Hydrochloride,HI,2,6916
2015,Oxymorphone Hydrochloride,HI,2,44
2015,Tramadol Hydrochloride,HI,2,4254
2015,APAP/Butalbital/Caff/Codeine Phos,HI,3,17
2015,Acetaminophen/Codeine Phosphate,HI,3,159
2015,Acetaminophen/Hydrocodone Bitartrate,HI,3,17770
2015,Acetaminophen/Oxycodone Hydrochloride,HI,3,7177
2015,Acetaminophen/Tramadol Hydrochloride,HI,3,61
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,HI,3,0
2015,Aspirin/Oxycodone Hydrochloride,HI,3,0
2015,Codeine Sulfate,HI,3,0
2015,Fentanyl,HI,3,555
