year,gennme,prodnme,state,quarter,totalRXImputed
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,BUTALBITAL/ASPIRIN/CAFFEINE/CODEINE,AK,4,20
2015,Aspirin/Oxycodone Hydrochloride,OXYCODONE HCL-ASPIRIN,AK,4,10
2015,Codeine Sulfate,CODEINE SULFATE,AK,4,20
2015,Fentanyl,FENTANYL,AK,4,62
2015,Fentanyl,FENTANYL TRANSDERMAL SYSTEM,AK,4,420
2015,Fentanyl,FENTANYL TRANSDERMAL SYSTEM NOVAPLUS,AK,4,20
2015,Fentanyl,SUBSYS,AK,4,10
2015,Fentanyl Citrate,FENTANYL CITRATE,AK,4,685
2015,Hydrocodone Bitartrate/Ibuprofen,HYDROCODONE BITARTRATE-IBUPROFEN,AK,4,90
2015,Hydromorphone Hydrochloride,DILAUDID,AK,4,10
2015,Hydromorphone Hydrochloride,HYDROMORPHONE HCL,AK,4,875
2015,Meperidine Hydrochloride,DEMEROL,AK,4,10
2015,Meperidine Hydrochloride,DEMEROL HYDROCHLORIDE,AK,4,49
2015,Meperidine Hydrochloride,MEPERIDINE HCL,AK,4,113
2015,Methadone Hydrochloride,METHADONE HCL,AK,4,233
2015,Morphine Sulfate,DURAMORPH,AK,4,10
2015,Morphine Sulfate,MORPHINE SULFATE,AK,4,1878
2015,Oxycodone Hydrochloride,OXYCODONE HCL,AK,4,1379
2015,Oxycodone Hydrochloride,OXYCONTIN,AK,4,406
2015,Oxymorphone Hydrochloride,OPANA ER,AK,4,50
2015,Oxymorphone Hydrochloride,OXYMORPHONE HCL,AK,4,40
2015,Tramadol Hydrochloride,TRAMADOL HCL,AK,4,2010
2015,Tramadol Hydrochloride,ULTRAM,AK,4,10
2015,APAP/Butalbital/Caff/Codeine Phos,BUTALBITAL-APAP-CAFFEINE-CODEINE,AZ,1,739
2015,Acetaminophen/Codeine Phosphate,ACETAMINOPHEN-CODEINE PHOSPHATE,AZ,1,10
2015,Acetaminophen/Hydrocodone Bitartrate,HYDROCODONE BITARTRATE-ACETAMINOPHEN,AZ,1,70987
2015,Acetaminophen/Oxycodone Hydrochloride,ENDOCET,AZ,1,3651
2015,Acetaminophen/Oxycodone Hydrochloride,OXYCODONE HCL-ACETAMINOPHEN,AZ,1,63249
2015,Acetaminophen/Tramadol Hydrochloride,TRAMADOL HCL/ACETAMINOPHEN,AZ,1,163
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,ASCOMP W/CODEINE,AZ,1,92
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,BUTALBITAL/ASPIRIN/CAFFEINE/CODEINE,AZ,1,133
2015,Aspirin/Carisoprodol/Codeine Phosphate,CARISOPRODOL/ASPIRIN/CODEINE,AZ,1,10
2015,Aspirin/Oxycodone Hydrochloride,OXYCODONE HCL-ASPIRIN,AZ,1,40
2015,Codeine Sulfate,CODEINE SULFATE,AZ,1,61
2015,Fentanyl,FENTANYL,AZ,1,1503
2015,Fentanyl,FENTANYL TRANSDERMAL SYSTEM,AZ,1,1897
2015,Fentanyl,SUBSYS,AZ,1,60
2015,Fentanyl Citrate,FENTANYL CITRATE,AZ,1,40
2015,Hydrocodone Bitartrate/Ibuprofen,HYDROCODONE BITARTRATE-IBUPROFEN,AZ,1,606
2015,Hydromorphone Hydrochloride,EXALGO,AZ,1,20
2015,Hydromorphone Hydrochloride,HYDROMORPHONE HCL,AZ,1,2968
2015,Ibuprofen/Oxycodone Hydrochloride,OXYCODONE HCL-IBUPROFEN,AZ,1,10
2015,Meperidine Hydrochloride,DEMEROL HYDROCHLORIDE,AZ,1,10
2015,Meperidine Hydrochloride,MEPERIDINE HCL,AZ,1,209
2015,Methadone Hydrochloride,METHADONE HCL,AZ,1,2540
2015,Methadone Hydrochloride,METHADONE HCL INTENSOL,AZ,1,10
2015,Morphine Sulfate,MORPHINE SULFATE,AZ,1,22072
2015,Oxycodone Hydrochloride,OXYCODONE HCL,AZ,1,51317
2015,Oxycodone Hydrochloride,OXYCONTIN,AZ,1,2403
2015,Oxymorphone Hydrochloride,OPANA,AZ,1,10
2015,Oxymorphone Hydrochloride,OPANA ER,AZ,1,147
2015,Oxymorphone Hydrochloride,OXYMORPHONE HCL,AZ,1,424
2015,Tramadol Hydrochloride,CONZIP,AZ,1,20
2015,Tramadol Hydrochloride,TRAMADOL HCL,AZ,1,32673
2015,APAP/Butalbital/Caff/Codeine Phos,BUTALBITAL-APAP-CAFFEINE-CODEINE,AZ,2,956
2015,Acetaminophen/Codeine Phosphate,ACETAMINOPHEN-CODEINE PHOSPHATE,AZ,2,43
2015,Acetaminophen/Codeine Phosphate,TYLENOL WITH CODEINE NO. 4,AZ,2,10
2015,Acetaminophen/Hydrocodone Bitartrate,HYDROCODONE BITARTRATE-ACETAMINOPHEN,AZ,2,89460
2015,Acetaminophen/Oxycodone Hydrochloride,ENDOCET,AZ,2,3141
2015,Acetaminophen/Oxycodone Hydrochloride,OXYCODONE HCL-ACETAMINOPHEN,AZ,2,79486
2015,Acetaminophen/Tramadol Hydrochloride,TRAMADOL HCL/ACETAMINOPHEN,AZ,2,256
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,ASCOMP W/CODEINE,AZ,2,85
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,BUTALBITAL/ASPIRIN/CAFFEINE/CODEINE,AZ,2,191
2015,Aspirin/Carisoprodol/Codeine Phosphate,CARISOPRODOL/ASPIRIN/CODEINE,AZ,2,10
2015,Aspirin/Oxycodone Hydrochloride,OXYCODONE HCL-ASPIRIN,AZ,2,67
2015,Codeine Sulfate,CODEINE SULFATE,AZ,2,63
2015,Fentanyl,FENTANYL,AZ,2,1967
2015,Fentanyl,FENTANYL TRANSDERMAL SYSTEM,AZ,2,2662
2015,Fentanyl,FENTANYL TRANSDERMAL SYSTEM NOVAPLUS,AZ,2,20
2015,Fentanyl,SUBSYS,AZ,2,70
2015,Fentanyl Citrate,FENTANYL CITRATE,AZ,2,40
2015,Hydrocodone Bitartrate/Ibuprofen,HYDROCODONE BITARTRATE-IBUPROFEN,AZ,2,718
2015,Hydromorphone Hydrochloride,EXALGO,AZ,2,20
2015,Hydromorphone Hydrochloride,HYDROMORPHONE HCL,AZ,2,4033
2015,Levorphanol Tartrate,LEVORPHANOL TARTRATE,AZ,2,10
2015,Meperidine Hydrochloride,MEPERIDINE HCL,AZ,2,286
2015,Methadone Hydrochloride,METHADONE HCL,AZ,2,3220
2015,Methadone Hydrochloride,METHADONE HCL INTENSOL,AZ,2,10
2015,Methadone Hydrochloride,METHADOSE,AZ,2,10
2015,Morphine Sulfate,MORPHINE SULFATE,AZ,2,28534
2015,Oxycodone Hydrochloride,OXYCODONE HCL,AZ,2,64999
2015,Oxycodone Hydrochloride,OXYCONTIN,AZ,2,3157
2015,Oxymorphone Hydrochloride,OPANA,AZ,2,10
2015,Oxymorphone Hydrochloride,OPANA ER,AZ,2,199
2015,Oxymorphone Hydrochloride,OXYMORPHONE HCL,AZ,2,531
2015,Tramadol Hydrochloride,CONZIP,AZ,2,10
2015,Tramadol Hydrochloride,TRAMADOL HCL,AZ,2,39011
2015,APAP/Butalbital/Caff/Codeine Phos,BUTALBITAL-APAP-CAFFEINE-CODEINE,AZ,3,887
2015,Acetaminophen/Codeine Phosphate,ACETAMINOPHEN-CODEINE PHOSPHATE,AZ,3,1386
2015,Acetaminophen/Hydrocodone Bitartrate,HYDROCODONE BITARTRATE-ACETAMINOPHEN,AZ,3,84900
2015,Acetaminophen/Oxycodone Hydrochloride,ENDOCET,AZ,3,2268
2015,Acetaminophen/Oxycodone Hydrochloride,OXYCODONE HCL-ACETAMINOPHEN,AZ,3,79100
2015,Acetaminophen/Tramadol Hydrochloride,TRAMADOL HCL/ACETAMINOPHEN,AZ,3,187
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,ASCOMP W/CODEINE,AZ,3,72
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,BUTALBITAL/ASPIRIN/CAFFEINE/CODEINE,AZ,3,175
2015,Aspirin/Carisoprodol/Codeine Phosphate,CARISOPRODOL/ASPIRIN/CODEINE,AZ,3,20
2015,Aspirin/Oxycodone Hydrochloride,OXYCODONE HCL-ASPIRIN,AZ,3,57
2015,Codeine Sulfate,CODEINE SULFATE,AZ,3,74
2015,Fentanyl,FENTANYL,AZ,3,1894
2015,Fentanyl,FENTANYL TRANSDERMAL SYSTEM,AZ,3,2546
2015,Fentanyl,FENTANYL TRANSDERMAL SYSTEM NOVAPLUS,AZ,3,10
2015,Fentanyl,SUBSYS,AZ,3,60
2015,Fentanyl Citrate,FENTANYL CITRATE,AZ,3,30
2015,Fentanyl Citrate,LAZANDA,AZ,3,10
2015,Hydrocodone Bitartrate/Ibuprofen,HYDROCODONE BITARTRATE-IBUPROFEN,AZ,3,695
2015,Hydromorphone Hydrochloride,EXALGO,AZ,3,30
2015,Hydromorphone Hydrochloride,HYDROMORPHONE HCL,AZ,3,3923
2015,Levorphanol Tartrate,LEVORPHANOL TARTRATE,AZ,3,10
2015,Meperidine Hydrochloride,MEPERIDINE HCL,AZ,3,264
2015,Methadone Hydrochloride,METHADONE HCL,AZ,3,2924
2015,Methadone Hydrochloride,METHADONE HCL INTENSOL,AZ,3,10
2015,Morphine Sulfate,MORPHINE SULFATE,AZ,3,26498
2015,Morphine Sulfate/Naltrexone Hydrochloride,EMBEDA,AZ,3,10
2015,Oxycodone Hydrochloride,OXYCODONE HCL,AZ,3,64632
2015,Oxycodone Hydrochloride,OXYCONTIN,AZ,3,2883
2015,Oxymorphone Hydrochloride,OPANA,AZ,3,10
2015,Oxymorphone Hydrochloride,OPANA ER,AZ,3,199
2015,Oxymorphone Hydrochloride,OXYMORPHONE HCL,AZ,3,645
2015,Tramadol Hydrochloride,CONZIP,AZ,3,10
2015,Tramadol Hydrochloride,TRAMADOL HCL,AZ,3,37999
2015,APAP/Butalbital/Caff/Codeine Phos,BUTALBITAL-APAP-CAFFEINE-CODEINE,AZ,4,731
2015,Acetaminophen/Codeine Phosphate,ACETAMINOPHEN-CODEINE PHOSPHATE,AZ,4,3551
2015,Acetaminophen/Hydrocodone Bitartrate,HYDROCODONE BITARTRATE-ACETAMINOPHEN,AZ,4,81383
2015,Acetaminophen/Oxycodone Hydrochloride,ENDOCET,AZ,4,712
2015,Acetaminophen/Oxycodone Hydrochloride,OXYCODONE HCL-ACETAMINOPHEN,AZ,4,75122
2015,Acetaminophen/Oxycodone Hydrochloride,PERCOCET,AZ,4,10
2015,Acetaminophen/Tramadol Hydrochloride,TRAMADOL HCL/ACETAMINOPHEN,AZ,4,202
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,ASCOMP W/CODEINE,AZ,4,91
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,BUTALBITAL/ASPIRIN/CAFFEINE/CODEINE,AZ,4,196
2015,Aspirin/Carisoprodol/Codeine Phosphate,CARISOPRODOL/ASPIRIN/CODEINE,AZ,4,10
2015,Aspirin/Oxycodone Hydrochloride,OXYCODONE HCL-ASPIRIN,AZ,4,45
2015,Codeine Sulfate,CODEINE SULFATE,AZ,4,68
2015,Fentanyl,FENTANYL,AZ,4,1572
2015,Fentanyl,FENTANYL TRANSDERMAL SYSTEM,AZ,4,2593
2015,Fentanyl,FENTANYL TRANSDERMAL SYSTEM NOVAPLUS,AZ,4,20
2015,Fentanyl,SUBSYS,AZ,4,60
2015,Fentanyl Citrate,FENTANYL CITRATE,AZ,4,70
2015,Hydrocodone Bitartrate/Ibuprofen,HYDROCODONE BITARTRATE-IBUPROFEN,AZ,4,633
2015,Hydromorphone Hydrochloride,DILAUDID,AZ,4,20
2015,Hydromorphone Hydrochloride,EXALGO,AZ,4,40
2015,Hydromorphone Hydrochloride,HYDROMORPHONE HCL,AZ,4,3753
2015,Levorphanol Tartrate,LEVORPHANOL TARTRATE,AZ,4,10
2015,Meperidine Hydrochloride,DEMEROL HYDROCHLORIDE,AZ,4,10
2015,Meperidine Hydrochloride,MEPERIDINE HCL,AZ,4,209
2015,Methadone Hydrochloride,METHADONE HCL,AZ,4,2765
2015,Methadone Hydrochloride,METHADONE HCL INTENSOL,AZ,4,10
2015,Morphine Sulfate,MORPHINE SULFATE,AZ,4,25853
2015,Morphine Sulfate/Naltrexone Hydrochloride,EMBEDA,AZ,4,20
2015,Oxycodone Hydrochloride,OXYCODONE HCL,AZ,4,63192
2015,Oxycodone Hydrochloride,OXYCONTIN,AZ,4,2644
2015,Oxymorphone Hydrochloride,OPANA,AZ,4,10
2015,Oxymorphone Hydrochloride,OPANA ER,AZ,4,169
2015,Oxymorphone Hydrochloride,OXYMORPHONE HCL,AZ,4,795
2015,Tramadol Hydrochloride,TRAMADOL HCL,AZ,4,35838
2015,APAP/Butalbital/Caff/Codeine Phos,BUTALBITAL-APAP-CAFFEINE-CODEINE,CO,1,386
2015,APAP/Butalbital/Caff/Codeine Phos,FIORICET WITH CODEINE,CO,1,10
2015,Acetaminophen/Codeine Phosphate,ACETAMINOPHEN-CODEINE PHOSPHATE,CO,1,10
2015,Acetaminophen/Hydrocodone Bitartrate,HYDROCODONE BITARTRATE-ACETAMINOPHEN,CO,1,68133
2015,Acetaminophen/Oxycodone Hydrochloride,ENDOCET,CO,1,2465
2015,Acetaminophen/Oxycodone Hydrochloride,OXYCODONE HCL-ACETAMINOPHEN,CO,1,56385
2015,Acetaminophen/Oxycodone Hydrochloride,PERCOCET,CO,1,20
2015,Acetaminophen/Tramadol Hydrochloride,TRAMADOL HCL/ACETAMINOPHEN,CO,1,593
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,ASCOMP W/CODEINE,CO,1,48
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,BUTALBITAL/ASPIRIN/CAFFEINE/CODEINE,CO,1,145
2015,Aspirin/Carisoprodol/Codeine Phosphate,CARISOPRODOL/ASPIRIN/CODEINE,CO,1,10
2015,Aspirin/Oxycodone Hydrochloride,OXYCODONE HCL-ASPIRIN,CO,1,51
2015,Codeine Sulfate,CODEINE SULFATE,CO,1,111
2015,Fentanyl,FENTANYL,CO,1,1344
2015,Fentanyl,FENTANYL TRANSDERMAL SYSTEM,CO,1,2454
2015,Fentanyl,SUBSYS,CO,1,60
2015,Fentanyl Citrate,FENTANYL CITRATE,CO,1,8609
2015,Fentanyl Citrate,FENTORA,CO,1,10
2015,Hydrocodone Bitartrate/Ibuprofen,HYDROCODONE BITARTRATE-IBUPROFEN,CO,1,906
2015,Hydromorphone Hydrochloride,DILAUDID,CO,1,126
2015,Hydromorphone Hydrochloride,HYDROMORPHONE HCL,CO,1,10403
2015,Meperidine Hydrochloride,DEMEROL,CO,1,10
2015,Meperidine Hydrochloride,DEMEROL HYDROCHLORIDE,CO,1,108
2015,Meperidine Hydrochloride,MEPERIDINE HCL,CO,1,179
2015,Methadone Hydrochloride,METHADONE HCL,CO,1,2622
2015,Methadone Hydrochloride,METHADONE HCL CONCENTRATE,CO,1,10
2015,Morphine Sulfate,AVINZA,CO,1,40
2015,Morphine Sulfate,MORPHINE SULFATE,CO,1,12278
2015,Oxycodone Hydrochloride,OXYCODONE HCL,CO,1,27474
2015,Oxycodone Hydrochloride,OXYCONTIN,CO,1,2962
2015,Oxymorphone Hydrochloride,OPANA ER,CO,1,129
2015,Oxymorphone Hydrochloride,OXYMORPHONE HCL,CO,1,381
2015,Tramadol Hydrochloride,TRAMADOL HCL,CO,1,29172
2015,APAP/Butalbital/Caff/Codeine Phos,BUTALBITAL-APAP-CAFFEINE-CODEINE,CO,2,320
2015,APAP/Butalbital/Caff/Codeine Phos,FIORICET WITH CODEINE,CO,2,10
2015,Acetaminophen/Codeine Phosphate,ACETAMINOPHEN-CODEINE PHOSPHATE,CO,2,44
2015,Acetaminophen/Hydrocodone Bitartrate,HYDROCODONE BITARTRATE-ACETAMINOPHEN,CO,2,62136
2015,Acetaminophen/Oxycodone Hydrochloride,ENDOCET,CO,2,2400
2015,Acetaminophen/Oxycodone Hydrochloride,OXYCODONE HCL-ACETAMINOPHEN,CO,2,52611
2015,Acetaminophen/Oxycodone Hydrochloride,PERCOCET,CO,2,10
2015,Acetaminophen/Tramadol Hydrochloride,TRAMADOL HCL/ACETAMINOPHEN,CO,2,463
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,ASCOMP W/CODEINE,CO,2,36
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,BUTALBITAL/ASPIRIN/CAFFEINE/CODEINE,CO,2,150
2015,Aspirin/Carisoprodol/Codeine Phosphate,CARISOPRODOL/ASPIRIN/CODEINE,CO,2,10
2015,Aspirin/Oxycodone Hydrochloride,OXYCODONE HCL-ASPIRIN,CO,2,49
2015,Codeine Sulfate,CODEINE SULFATE,CO,2,82
2015,Fentanyl,FENTANYL,CO,2,1330
2015,Fentanyl,FENTANYL TRANSDERMAL SYSTEM,CO,2,2417
2015,Fentanyl,SUBSYS,CO,2,70
2015,Fentanyl Citrate,FENTANYL CITRATE,CO,2,7642
2015,Fentanyl Citrate,FENTORA,CO,2,10
2015,Hydrocodone Bitartrate/Ibuprofen,HYDROCODONE BITARTRATE-IBUPROFEN,CO,2,842
2015,Hydromorphone Hydrochloride,DILAUDID,CO,2,181
2015,Hydromorphone Hydrochloride,HYDROMORPHONE HCL,CO,2,11126
2015,Meperidine Hydrochloride,DEMEROL,CO,2,80
2015,Meperidine Hydrochloride,DEMEROL HYDROCHLORIDE,CO,2,87
2015,Meperidine Hydrochloride,MEPERIDINE HCL,CO,2,161
2015,Methadone Hydrochloride,METHADONE HCL,CO,2,2322
2015,Methadone Hydrochloride,METHADONE HCL CONCENTRATE,CO,2,10
2015,Morphine Sulfate,AVINZA,CO,2,20
2015,Morphine Sulfate,DURAMORPH,CO,2,10
2015,Morphine Sulfate,MORPHINE SULFATE,CO,2,11800
2015,Morphine Sulfate/Naltrexone Hydrochloride,EMBEDA,CO,2,20
2015,Oxycodone Hydrochloride,OXYCODONE HCL,CO,2,27333
2015,Oxycodone Hydrochloride,OXYCONTIN,CO,2,2477
2015,Oxymorphone Hydrochloride,OPANA ER,CO,2,117
2015,Oxymorphone Hydrochloride,OXYMORPHONE HCL,CO,2,356
2015,Tramadol Hydrochloride,TRAMADOL HCL,CO,2,26333
2015,APAP/Butalbital/Caff/Codeine Phos,BUTALBITAL-APAP-CAFFEINE-CODEINE,CO,3,268
2015,APAP/Butalbital/Caff/Codeine Phos,FIORICET WITH CODEINE,CO,3,10
2015,Acetaminophen/Codeine Phosphate,ACETAMINOPHEN-CODEINE PHOSPHATE,CO,3,863
2015,Acetaminophen/Hydrocodone Bitartrate,HYDROCODONE BITARTRATE-ACETAMINOPHEN,CO,3,61510
2015,Acetaminophen/Oxycodone Hydrochloride,ENDOCET,CO,3,704
2015,Acetaminophen/Oxycodone Hydrochloride,OXYCODONE HCL-ACETAMINOPHEN,CO,3,55607
2015,Acetaminophen/Oxycodone Hydrochloride,PERCOCET,CO,3,10
